scene_key,label,collision_timestep,source_file,adv_idx
scene-0897_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,8
scene-0898_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,5
scene-0902_ego_0_ctrl_[15]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,15
scene-0917_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0925_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0927_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,5
scene-0966_ego_0_ctrl_[7]_0,1,47,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,7
scene-0997_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-0998_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,3
scene-1001_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,4
scene-1003_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1006_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,7
scene-1007_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,3
scene-1014_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,2
scene-1017_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1050_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,4
scene-1052_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1056_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1059_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1061_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,3
scene-1066_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1067_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,6
scene-1068_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,1
scene-1082_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,11
scene-1093_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,3
scene-1097_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,3
scene-1098_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,2
scene-1099_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,2
scene-1100_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_StrivePolicy_trajdata/data.hdf5,2
scene-0196_ego_0_ctrl_[3]_0,1,24,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,3
scene-0349_ego_0_ctrl_[2]_0,1,29,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,2
scene-0391_ego_0_ctrl_[1]_0,1,30,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,1
scene-0426_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,2
scene-0650_ego_0_ctrl_[16]_0,1,13,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,16
scene-0750_ego_0_ctrl_[14]_0,1,31,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,14
scene-0872_ego_0_ctrl_[18]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,18
scene-0966_ego_0_ctrl_[7]_0,1,47,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,7
scene-1007_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,3
scene-1061_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_best/data.hdf5,3
scene-0323_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0391_ego_0_ctrl_[1]_0,1,30,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,1
scene-0394_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,5
scene-0396_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,8
scene-0397_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0444_ego_0_ctrl_[13]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,13
scene-0458_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0479_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,9
scene-0480_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,12
scene-0506_ego_0_ctrl_[13]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,13
scene-0508_ego_0_ctrl_[9]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,9
scene-0518_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0525_ego_0_ctrl_[17]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,17
scene-0528_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0537_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0577_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0643_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0647_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0650_ego_0_ctrl_[16]_0,1,13,/mnt/e/Project/datasets/trajectories/case1_p1_StrivePolicy_trajdata/data.hdf5,16
scene-0656_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p1_StrivePolicy_trajdata/data.hdf5,11
scene-0689_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,7
scene-0696_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,10
scene-0750_ego_0_ctrl_[14]_0,1,31,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,14
scene-0761_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,2
scene-0762_ego_0_ctrl_[14]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,14
scene-0869_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,7
scene-0871_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,5
scene-0872_ego_0_ctrl_[18]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p2_StrivePolicy_trajdata/data.hdf5,18
scene-0349_ego_0_ctrl_[2]_0,1,29,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,2
scene-0369_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,8
scene-0400_ego_0_ctrl_[14]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,14
scene-0401_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,4
scene-0408_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,2
scene-0413_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,1
scene-0875_ego_0_ctrl_[12]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,12
scene-0897_ego_0_ctrl_[8]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,8
scene-0898_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,5
scene-0902_ego_0_ctrl_[15]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p3_StrivePolicy_trajdata/data.hdf5,15
scene-0424_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0426_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0430_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,2
scene-0861_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0864_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0997_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,1
scene-0998_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,3
scene-1001_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p4_StrivePolicy_trajdata/data.hdf5,4
scene-1003_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1006_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,7
scene-1007_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,3
scene-1014_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1017_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1050_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,4
scene-1052_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1056_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,1
scene-1082_ego_0_ctrl_[11]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,11
scene-1093_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,3
scene-1097_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,3
scene-1098_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1099_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,2
scene-1100_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p5_StrivePolicy_trajdata/data.hdf5,2
scene-0172_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p6_StrivePolicy_trajdata/data.hdf5,4
scene-0204_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p6_StrivePolicy_trajdata/data.hdf5,4
scene-0241_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p6_StrivePolicy_trajdata/data.hdf5,2
scene-0052_ego_0_ctrl_[1]_0,1,86,/mnt/e/Project/datasets/trajectories/case1_p7_StrivePolicy_trajdata/data.hdf5,1
scene-0060_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p7_StrivePolicy_trajdata/data.hdf5,3
scene-0126_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p7_StrivePolicy_trajdata/data.hdf5,2
scene-0132_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p7_StrivePolicy_trajdata/data.hdf5,2
scene-0134_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p7_StrivePolicy_trajdata/data.hdf5,5
scene-0300_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p7_StrivePolicy_trajdata/data.hdf5,1
scene-0103_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,7
scene-0104_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,5
scene-0182_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,3
scene-0184_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,1
scene-0187_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,2
scene-0195_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,4
scene-0196_ego_0_ctrl_[3]_0,1,24,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,3
scene-0632_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data(1).hdf5,2
scene-0103_ego_0_ctrl_[7]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,7
scene-0104_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,5
scene-0182_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,3
scene-0184_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,1
scene-0187_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,2
scene-0195_ego_0_ctrl_[4]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,4
scene-0196_ego_0_ctrl_[3]_0,1,24,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,3
scene-0632_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p8_StrivePolicy_trajdata/data.hdf5,2
scene-0272_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,3
scene-0917_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,1
scene-0925_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,1
scene-0927_ego_0_ctrl_[5]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,5
scene-0966_ego_0_ctrl_[7]_0,1,47,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,7
scene-1059_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,1
scene-1061_ego_0_ctrl_[3]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,3
scene-1066_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,1
scene-1067_ego_0_ctrl_[6]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,6
scene-1068_ego_0_ctrl_[1]_0,0,-1,/mnt/e/Project/datasets/trajectories/case1_p9_StrivePolicy_trajdata/data.hdf5,1
scene-0001_ego_0_ctrl_[2]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_StrivePolicy_trajdata/data.hdf5,2
scene-0005_ego_0_ctrl_[10]_0,0,-1,/mnt/e/Project/datasets/trajectories/case2_StrivePolicy_trajdata/data.hdf5,10
